Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;193,1Hz;206,6Hz
Period               :;5,179ms;4,840ms
PK-PK                :;408,0mV;108,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,250000mV;0,250000mV
Time interval        :;10,00000uS;10,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-184;-28
2;-184;-28
3;-184;-28
4;-180;-24
5;-180;-28
6;-184;-24
7;-184;-28
8;-184;-28
9;-180;-28
10;-180;-24
11;-180;-24
12;-184;-24
13;-180;-28
14;-184;-28
15;-180;-28
16;-180;-24
17;-180;-24
18;-180;-28
19;-168;-24
20;-180;-24
21;-176;-28
22;-176;-28
23;-176;-28
24;-176;-32
25;-176;-32
26;-176;-32
27;-176;-36
28;-172;-36
29;-172;-36
30;-172;-40
31;-168;-40
32;-172;-44
33;-172;-44
34;-168;-44
35;-168;-48
36;-168;-44
37;-164;-48
38;-164;-48
39;-164;-48
40;-168;-48
41;-160;-48
42;-160;-48
43;-160;-48
44;-160;-48
45;-160;-44
46;-156;-44
47;-164;-40
48;-152;-36
49;-152;-32
50;-148;-28
51;-152;-28
52;-144;-20
53;-148;-20
54;-136;-20
55;-144;-20
56;-144;-20
57;-140;-16
58;-140;-16
59;-140;-16
60;-136;-12
61;-128;-12
62;-136;-12
63;-132;-16
64;-132;-12
65;-128;-16
66;-128;-12
67;-124;-12
68;-124;-16
69;-124;-16
70;-124;40
71;-120;36
72;-116;36
73;-128;36
74;-112;36
75;-112;36
76;-112;36
77;-112;32
78;-108;32
79;-108;32
80;-108;32
81;-104;32
82;-100;32
83;-100;32
84;-96;32
85;-96;32
86;-92;28
87;-88;32
88;-88;28
89;-84;28
90;-84;28
91;-84;28
92;-80;24
93;-80;24
94;-88;20
95;-72;20
96;-72;16
97;-68;16
98;-68;16
99;-64;12
100;-60;12
101;-52;12
102;-60;12
103;-60;8
104;-52;4
105;-52;4
106;-48;4
107;-48;4
108;-44;4
109;-44;4
110;-44;4
111;-40;4
112;-40;8
113;-36;8
114;-36;8
115;-28;12
116;-28;16
117;-28;16
118;-24;16
119;-24;20
120;-20;20
121;-20;24
122;-16;32
123;-12;32
124;-12;32
125;-8;32
126;-8;36
127;-8;40
128;0;36
129;-4;40
130;0;40
131;4;40
132;4;44
133;8;40
134;12;40
135;16;40
136;-8;40
137;16;40
138;20;40
139;20;40
140;24;36
141;24;40
142;28;36
143;32;36
144;32;36
145;36;36
146;40;36
147;40;36
148;52;36
149;44;36
150;44;32
151;44;32
152;52;28
153;52;32
154;56;32
155;56;32
156;60;32
157;60;32
158;64;28
159;64;32
160;64;28
161;68;28
162;68;28
163;72;28
164;76;32
165;76;28
166;76;28
167;80;28
168;84;28
169;84;28
170;88;28
171;88;28
172;92;28
173;96;28
174;96;32
175;96;28
176;88;28
177;104;28
178;104;28
179;104;28
180;108;28
181;108;28
182;112;28
183;116;24
184;116;24
185;116;20
186;116;20
187;120;20
188;120;16
189;124;16
190;128;12
191;124;8
192;128;8
193;132;8
194;132;4
195;136;4
196;136;4
197;144;4
198;140;4
199;140;4
200;140;4
201;144;4
202;148;4
203;144;8
204;152;8
205;148;12
206;152;12
207;148;16
208;152;16
209;152;20
210;156;20
211;164;24
212;156;28
213;160;32
214;160;32
215;164;32
216;160;36
217;164;36
218;152;36
219;168;36
220;168;40
221;168;40
222;172;40
223;164;40
224;172;40
225;164;40
226;176;40
227;176;40
228;176;40
229;176;40
230;176;36
231;176;36
232;176;36
233;180;36
234;180;36
235;180;36
236;180;32
237;184;36
238;184;32
239;188;32
240;184;32
241;188;32
242;188;32
243;188;32
244;188;32
245;188;28
246;192;32
247;188;32
248;188;32
249;192;32
250;192;28
251;180;28
252;192;32
253;192;28
254;192;28
255;192;28
256;192;32
257;196;32
258;204;28
259;192;28
260;192;28
261;192;28
262;192;28
263;196;28
264;196;28
265;192;28
266;192;24
267;192;24
268;192;24
269;192;24
270;196;24
271;192;20
272;188;20
273;192;16
274;192;16
275;192;12
276;192;12
277;188;12
278;192;-12
279;184;-16
280;188;-12
281;188;-16
282;188;-20
283;188;-20
284;184;-20
285;184;-20
286;172;-20
287;184;-20
288;188;-16
289;184;-16
290;184;-16
291;184;-12
292;184;-8
293;184;-8
294;180;0
295;180;0
296;180;4
297;176;8
298;176;12
299;176;12
300;192;12
301;176;16
302;176;16
303;176;16
304;172;16
305;172;16
306;168;20
307;168;16
308;168;20
309;168;20
310;164;16
311;164;20
312;156;16
313;160;16
