Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;47,88Hz;47,94Hz
Period               :;20,89ms;20,86ms
PK-PK                :;336,0mV;168,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,500000mV;0,500000mV
Time interval        :;40,00000uS;40,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-120;-16
2;-120;-16
3;-120;-16
4;-112;-24
5;-112;-16
6;-112;-24
7;-104;-24
8;-104;-24
9;-104;-24
10;-104;-24
11;-104;-32
12;-96;-24
13;-96;-32
14;-96;-32
15;-96;-40
16;-88;-48
17;-88;-48
18;-88;-48
19;-80;-40
20;-80;-24
21;-80;-16
22;-72;-16
23;-80;-16
24;-80;-16
25;-72;-16
26;-72;-16
27;-72;-24
28;-64;-24
29;-64;-24
30;-64;-24
31;-56;-24
32;-64;-24
33;-56;-32
34;-56;-32
35;-56;-40
36;-56;-48
37;-48;-48
38;-48;-56
39;-48;-40
40;-48;-32
41;-40;-24
42;-40;-16
43;-40;-16
44;-40;-8
45;-32;-16
46;-40;-16
47;-32;-24
48;-32;-24
49;-24;-24
50;-24;-40
51;-16;-40
52;-16;-48
53;-16;-56
54;-16;-64
55;-16;-64
56;-8;-56
57;-8;-48
58;-8;-40
59;0;-32
60;0;-24
61;0;-32
62;0;-32
63;16;-32
64;0;-32
65;8;-32
66;0;-32
67;16;-32
68;16;-40
69;16;-32
70;16;-40
71;24;-40
72;24;-40
73;24;-48
74;32;-56
75;32;-56
76;32;-64
77;32;-64
78;40;-48
79;40;-40
80;24;-32
81;48;-32
82;48;-24
83;48;-32
84;48;-32
85;48;-40
86;56;-32
87;56;-40
88;64;-40
89;56;-32
90;64;-40
91;64;-40
92;64;-40
93;72;-40
94;72;-40
95;72;-40
96;72;-40
97;88;-48
98;72;-56
99;80;-64
100;88;-56
101;80;-56
102;88;-48
103;88;-32
104;88;-32
105;96;-32
106;88;-32
107;104;-32
108;96;-32
109;96;-40
110;96;-32
111;96;-32
112;96;-32
113;104;-32
114;120;-24
115;104;-24
116;104;-16
117;104;-24
118;112;-24
119;112;-24
120;112;-24
121;112;-32
122;112;-24
123;120;-32
124;104;-24
125;120;-32
126;120;-32
127;120;-32
128;120;-32
129;120;-32
130;120;-32
131;104;-32
132;120;-32
133;128;-32
134;128;-40
135;128;-48
136;128;-48
137;128;-56
138;136;-48
139;136;-40
140;136;-32
141;128;-24
142;136;-24
143;136;-16
144;136;-16
145;136;-24
146;136;-24
147;136;-24
148;144;-24
149;136;-32
150;144;-24
151;136;-32
152;144;-32
153;144;-24
154;144;0
