Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;63,56Hz;63,56Hz
Period               :;15,73ms;15,73ms
PK-PK                :;644,0mV;228,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,250000mV;0,250000mV
Time interval        :;20,00000uS;20,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;160;-92
2;160;-92
3;160;-88
4;164;-80
5;164;-76
6;164;-72
7;168;-68
8;180;-64
9;172;-64
10;172;-64
11;172;-64
12;176;-64
13;180;-64
14;180;-68
15;180;-68
16;184;-72
17;184;-72
18;184;-68
19;188;-72
20;188;-72
21;188;-72
22;176;-72
23;192;-72
24;192;-76
25;196;-72
26;196;-72
27;200;-76
28;200;-76
29;216;-76
30;200;-76
31;200;-76
32;204;-76
33;208;-76
34;208;-76
35;204;-76
36;208;-76
37;212;-72
38;216;-76
39;216;-76
40;216;-52
41;216;-56
42;224;-60
43;220;-60
44;220;-68
45;220;-68
46;224;-72
47;224;-72
48;228;-72
49;220;-76
50;228;-72
51;232;-72
52;232;-68
53;232;-64
54;232;-64
55;236;-56
56;236;-52
57;236;-48
58;240;-44
59;240;-44
60;240;-40
61;240;-40
62;248;-40
63;268;-40
64;248;-40
65;248;-44
66;248;-44
67;248;-44
68;248;-44
69;244;-48
70;252;-44
71;252;-48
72;256;-48
73;256;-48
74;256;-48
75;256;-52
76;256;-52
77;256;-52
78;260;-52
79;260;-52
80;260;-52
81;264;-52
82;264;-48
83;252;-52
84;264;-52
85;264;-52
86;268;-52
87;268;-52
88;268;-52
89;268;-56
90;268;-56
91;272;-60
92;272;-68
93;272;-68
94;272;-72
95;272;-72
96;272;-72
97;276;-72
98;276;-72
99;276;-72
100;276;-68
101;280;-64
102;276;-56
103;276;-52
104;256;-48
105;280;-44
106;280;-40
107;284;-40
108;284;-40
109;284;-40
110;288;-40
111;284;-40
112;284;-40
113;284;-40
114;284;-44
115;284;-44
116;284;-44
117;284;-48
118;288;-48
119;284;-48
120;288;-48
121;288;-48
122;288;-48
123;288;-48
124;300;-48
125;288;-48
126;288;-48
127;288;-48
128;288;-52
129;288;-48
130;288;-52
131;288;-52
132;288;-52
133;288;-52
134;292;-52
135;292;-56
136;292;-60
137;288;-64
138;284;-68
139;288;-68
140;288;-68
141;288;-72
142;292;-72
143;288;-72
144;284;-16
145;280;-16
146;292;-8
147;292;-8
148;292;0
149;288;4
150;292;8
151;288;12
152;288;16
153;288;16
154;288;16
155;288;16
156;288;16
157;288;16
158;292;16
159;288;16
160;288;12
161;288;12
162;288;12
163;284;8
164;284;8
165;280;12
166;284;8
167;280;8
168;280;8
169;284;4
170;280;8
171;280;8
172;272;8
173;276;8
174;276;4
175;276;8
176;276;4
177;272;8
178;276;4
179;264;4
180;272;4
181;272;0
182;272;0
183;268;-4
184;264;-8
185;272;-12
186;268;-16
187;268;-16
188;268;-20
189;264;-20
190;264;-20
191;260;-16
192;264;-12
193;264;-12
194;260;-4
195;256;0
196;260;4
197;256;12
198;256;16
199;260;16
200;252;20
201;252;16
202;252;16
203;248;20
204;252;16
205;248;16
206;244;12
207;248;12
208;244;12
209;248;12
210;244;12
211;244;12
212;240;8
213;224;8
214;240;8
215;236;8
216;236;8
217;232;8
218;232;8
219;232;8
220;236;8
221;228;8
222;228;8
223;224;8
224;224;8
225;220;4
226;216;4
227;216;4
228;216;4
229;216;0
230;212;0
231;212;-4
232;208;-8
233;208;-12
234;208;-16
235;204;-16
236;204;-16
237;204;-20
238;204;-20
239;200;-20
240;196;-16
241;196;-12
242;196;-8
243;192;0
244;192;4
245;192;12
246;192;16
247;196;16
248;184;92
249;184;92
250;184;88
