Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;122,3Hz;119,9Hz
Period               :;8,178ms;8,337ms
PK-PK                :;600,0mV;120,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,500000mV;0,500000mV
Time interval        :;10,00000uS;10,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-256;40
2;-256;40
3;-256;40
4;-248;40
5;-256;40
6;-248;32
7;-248;32
8;-256;32
9;-248;32
10;-248;32
11;-248;24
12;-248;24
13;-240;24
14;-248;24
15;-248;24
16;-248;24
17;-248;16
18;-240;24
19;-240;8
20;-240;16
21;-240;16
22;-240;16
23;-240;16
24;-240;16
25;-240;16
26;-232;16
27;-224;24
28;-232;24
29;-232;24
30;-232;32
31;-232;32
32;-232;32
33;-224;32
34;-232;48
35;-224;56
36;-224;56
37;-224;56
38;-216;64
39;-224;64
40;-216;64
41;-216;56
42;-216;64
43;-216;64
44;-216;64
45;-208;64
46;-208;64
47;-208;64
48;-208;64
49;-208;64
50;-208;64
51;-200;64
52;-200;64
53;-192;64
54;-192;64
55;-200;64
56;-192;64
57;-192;64
58;-192;64
59;-192;64
60;-192;64
61;-184;64
62;-184;64
63;-184;56
64;-184;56
65;-184;56
66;-176;56
67;-192;56
68;-176;64
69;-176;64
70;-168;56
71;-176;56
72;-168;56
73;-168;56
74;-168;56
75;-160;56
76;-160;56
77;-160;48
78;-160;56
79;-152;56
80;-152;56
81;-152;56
82;-152;56
83;-152;56
84;-144;56
85;-144;56
86;-144;56
87;-136;56
88;-136;56
89;-136;56
90;-136;56
91;-136;56
92;-136;56
93;-128;56
94;-128;56
95;-128;56
96;-128;56
97;-120;56
98;-120;48
99;-120;48
100;-112;48
101;-120;40
102;-104;48
103;-112;40
104;-112;40
105;-112;32
106;-112;32
107;-104;32
108;-104;32
109;-88;32
110;-96;32
111;-96;32
112;-96;24
113;-96;32
114;-96;32
115;-88;32
116;-88;32
117;-88;32
118;-80;32
119;-80;40
120;-80;32
121;-80;40
122;-72;40
123;-72;40
124;-72;48
125;-72;56
126;-72;48
127;-64;56
128;-64;56
129;-64;56
130;-56;64
131;-56;64
132;-56;64
133;-48;64
134;-56;64
135;-40;64
136;-40;64
137;-40;64
138;-40;64
139;-40;64
140;-40;64
141;-40;64
142;-32;64
143;-32;64
144;-24;64
145;-24;64
146;-24;64
147;-24;64
148;-24;64
149;-24;64
150;-16;64
151;-16;64
152;-8;56
153;-8;56
154;-16;64
155;-8;64
156;-8;64
157;0;56
158;0;64
159;0;56
160;0;56
161;8;56
162;8;48
163;8;64
164;16;56
165;16;56
166;16;56
167;16;56
168;16;56
169;24;56
170;16;56
171;32;56
172;32;56
173;32;56
174;32;56
175;40;56
176;32;56
177;16;56
178;40;56
179;40;56
180;48;56
181;48;56
182;48;56
183;48;56
184;40;56
185;56;56
186;56;56
187;56;56
188;64;56
189;72;56
190;64;56
191;64;56
192;72;56
193;72;56
194;72;56
195;72;48
196;80;48
197;80;48
198;80;48
199;80;48
200;88;40
201;88;40
202;88;40
203;96;40
204;88;40
205;96;40
206;96;32
207;96;24
208;104;32
209;96;32
210;96;32
211;104;32
212;104;32
213;112;32
214;112;32
215;112;32
216;120;32
217;120;32
218;120;32
219;120;40
220;128;40
221;128;40
222;128;48
223;128;48
224;136;48
225;128;56
226;136;56
227;136;64
228;136;56
229;144;64
230;144;64
231;144;64
232;136;64
233;144;64
234;152;64
235;152;64
236;152;64
237;152;64
238;160;64
239;152;64
240;160;72
241;160;64
242;160;16
243;160;16
244;160;16
245;184;16
246;168;16
247;168;8
248;176;8
249;168;16
250;176;16
251;176;8
252;184;8
253;176;8
254;176;8
255;184;8
256;184;8
257;176;8
258;184;8
259;192;8
260;192;8
261;192;0
262;192;0
263;192;0
264;192;0
265;200;0
266;200;0
267;200;0
268;208;-8
269;208;-8
270;200;-8
271;208;-16
272;208;-16
273;208;-16
274;208;-16
275;216;-16
276;208;-16
277;216;-24
278;216;-24
279;216;-16
280;216;-24
281;224;-24
282;224;-24
283;224;-24
284;224;-24
285;224;-16
286;224;-16
287;232;-16
288;224;-16
289;224;-16
290;232;-8
291;232;-8
292;224;0
293;232;0
294;232;0
295;232;8
296;240;8
297;240;8
298;240;16
299;240;8
300;240;16
301;240;16
302;248;16
303;248;16
304;248;16
305;256;16
306;248;16
307;248;16
308;256;16
309;256;8
310;256;16
311;256;16
312;256;8
313;248;16
314;264;8
315;256;8
316;256;8
317;256;16
318;264;8
319;264;8
320;256;8
321;264;8
322;264;8
323;264;8
324;264;8
325;264;8
326;264;8
327;272;8
328;272;8
329;272;8
330;272;8
331;264;8
332;280;0
333;272;8
334;272;0
335;272;0
336;272;8
337;272;0
338;272;0
339;272;0
340;280;0
341;280;0
342;272;8
343;272;0
344;280;8
345;280;0
346;280;0
347;280;8
348;280;0
349;280;0
350;280;0
351;280;8
352;280;0
353;280;8
354;280;0
355;280;0
356;288;0
357;280;0
358;280;0
359;280;0
360;288;-8
361;280;-8
362;288;-8
363;280;-8
364;280;-16
365;280;-16
366;280;-16
367;280;-16
368;280;-16
