Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;48,58Hz;48,52Hz
Period               :;20,58ms;20,61ms
PK-PK                :;302,0mV;146,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,125000mV;0,125000mV
Time interval        :;100,00000uS;100,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-52;-30
2;-52;-30
3;-48;-34
4;-44;-48
5;-48;-56
6;-34;-36
7;-28;-22
8;-24;-24
9;-20;-28
10;-14;-30
11;-10;-40
12;-4;-56
13;-8;-60
14;4;-34
15;8;-26
16;12;-32
17;20;-36
18;24;-38
19;28;-40
20;14;-46
21;34;-60
22;38;-56
23;42;-34
24;58;-28
25;50;-32
26;54;-36
27;56;-38
28;64;-40
29;64;-42
30;68;-58
31;72;-58
32;74;-32
33;78;-20
34;80;-26
35;106;-28
36;86;-32
37;90;-32
38;94;-34
39;92;-42
40;96;-54
41;98;-46
42;104;-26
43;102;-22
44;106;-26
45;110;-30
46;112;-32
47;114;-32
48;114;-34
49;114;-48
50;102;-54
51;116;-34
52;118;-18
53;120;0
54;124;-6
55;122;-8
56;120;-8
57;122;-26
58;124;-32
59;124;-14
60;124;4
61;124;2
62;124;-2
63;126;-6
64;128;-8
65;124;-10
66;128;-22
67;126;-32
68;126;-20
69;128;2
70;126;4
71;124;-2
72;124;-6
73;124;38
74;120;20
75;120;6
76;118;20
77;118;42
78;114;40
79;114;34
80;120;32
81;110;30
82;108;22
83;104;6
84;106;12
85;102;36
86;100;40
87;98;36
88;96;32
89;92;30
90;90;30
91;90;30
92;84;18
93;80;4
94;78;50
95;76;70
96;72;70
97;70;66
98;68;62
99;66;60
100;62;58
101;58;44
102;56;34
103;54;50
104;52;70
105;50;70
106;58;66
107;44;62
108;40;60
109;38;58
110;34;58
111;36;42
112;34;34
113;30;54
114;22;72
115;26;76
116;24;70
117;22;66
118;20;64
119;16;60
120;14;42
121;-12;44
122;8;68
123;6;76
124;4;70
125;6;68
126;-2;64
127;-6;64
128;-10;64
129;-12;56
130;-16;40
131;-20;44
132;-24;68
133;-28;76
134;-30;70
135;-36;68
136;-30;38
137;-42;22
138;-44;16
139;-48;42
140;-46;50
141;-58;46
142;-60;42
143;-62;38
144;-66;38
145;-70;38
146;-74;24
147;-76;12
148;-80;26
149;-82;48
150;-88;48
151;-88;44
152;-94;40
153;-96;38
154;-100;38
155;-102;36
156;-104;38
157;-106;-8
158;-110;-20
159;-114;-16
160;-114;10
161;-118;14
162;-122;10
163;-122;6
164;-124;4
165;-126;2
166;-128;-6
167;-130;-20
168;-130;-10
169;-132;14
170;-134;14
171;-134;8
172;-134;4
173;-136;2
174;-136;2
175;-138;-2
176;-138;-20
177;-138;-14
178;-138;-24
179;-138;-24
180;-136;-26
181;-136;-28
182;-134;-22
183;-132;-14
184;-132;-16
185;-136;-22
186;-128;-22
187;-126;-22
188;-124;-22
189;-120;-22
190;-116;-24
191;-116;-30
192;-116;-44
193;-110;-40
194;-106;-14
195;-104;-12
196;-96;-18
197;-98;-22
198;-94;-22
199;-90;-46
200;-80;-58
201;-84;-48
202;-78;-28
203;-76;-26
204;-70;-30
205;-66;-34
206;-62;-34
207;-40;-36
208;-54;-38
209;-48;-54
210;-44;-56
211;-30;-36
212;-34;-24
213;-30;-28
214;-24;-32
215;-26;-34
216;-16;-36
217;-10;-36
218;-6;-38
219;0;-38
220;4;-58
221;8;-64
222;-6;-46
223;16;-30
224;22;-32
225;26;-38
226;38;-40
227;36;-42
228;40;-48
229;42;-64
230;48;-60
231;48;-36
232;56;-30
233;58;-34
234;62;-38
235;66;-40
236;68;-42
237;72;-44
238;74;-58
239;78;-64
240;82;-32
241;76;-20
242;88;-24
243;88;-28
244;90;-28
245;96;-30
246;98;-34
247;100;-48
248;102;-54
249;104;-34
250;106;-20
251;108;-22
252;110;-28
253;110;-28
254;114;-30
255;116;-30
256;118;-46
257;116;-54
258;118;-36
259;120;-20
260;122;-20
261;120;0
262;124;-4
263;122;-14
264;122;-28
265;124;-18
266;126;6
267;120;6
268;128;2
269;126;-4
270;126;-4
271;128;-12
272;128;-26
273;126;-20
274;126;6
275;128;8
276;124;2
277;124;-2
278;124;-4
279;122;-4
280;122;-8
281;122;-24
282;120;10
283;118;32
284;114;46
285;112;44
286;104;38
287;110;36
288;108;34
289;106;30
290;106;14
291;102;12
292;100;34
293;100;46
294;92;44
295;90;38
296;88;36
297;90;34
298;84;28
299;80;12
300;76;14
301;80;42
302;72;48
303;70;70
304;68;66
305;64;50
306;62;40
307;60;56
308;76;76
309;54;74
310;52;70
311;50;68
312;54;66
313;46;62
314;40;46
315;42;40
316;30;62
317;38;76
318;34;74
319;32;68
320;30;66
321;26;64
322;24;64
323;-2;64
324;18;48
325;16;38
326;14;52
327;18;72
328;8;74
329;8;70
330;2;66
331;2;64
332;-4;64
333;-6;52
334;-10;38
335;-12;46
336;-16;70
337;-20;74
338;-24;68
339;-28;66
340;-30;64
341;-34;64
342;-48;62
343;-40;60
344;-46;32
345;-50;16
346;-50;12
347;-56;30
348;-60;46
349;-62;44
350;-66;38
351;-70;36
352;-74;34
353;-82;24
354;-82;8
355;-84;28
356;-86;48
357;-88;44
358;-94;38
359;-96;34
360;-100;36
361;-106;30
362;-106;14
363;-108;12
364;-110;40
365;-114;12
366;-116;6
367;-118;-2
368;-124;-16
369;-122;-24
370;-124;-6
371;-126;12
372;-132;10
373;-132;4
374;-132;0
375;-134;-2
376;-132;-6
377;-136;-22
378;-136;-22
379;-136;8
380;-136;10
381;-138;6
382;-138;2
383;-134;0
384;-136;-2
385;-136;-2
386;-136;-32
387;-140;-46
388;-134;-44
389;-130;-22
390;-130;-12
391;-128;-18
392;-126;-22
393;-124;-24
394;-120;-26
395;-120;-42
396;-118;-48
397;-114;-30
398;-112;-14
399;-110;-16
400;-106;-20
401;-102;-22
402;-102;-24
403;-96;-26
