Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;163,3Hz;164,6Hz
Period               :;6,125ms;6,075ms
PK-PK                :;444,0mV;68,00mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,250000mV;0,250000mV
Time interval        :;10,00000uS;10,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;208;-24
2;208;-24
3;216;-24
4;204;-24
5;204;-28
6;204;-24
7;204;-24
8;208;-24
9;204;-24
10;204;-24
11;204;-20
12;204;-20
13;204;-20
14;204;-16
15;204;-12
16;204;-12
17;204;-8
18;204;-8
19;204;-4
20;204;0
21;200;4
22;208;0
23;204;4
24;196;8
25;200;8
26;204;8
27;200;12
28;200;12
29;196;12
30;200;12
31;188;12
32;196;12
33;200;12
34;200;8
35;196;8
36;200;8
37;192;8
38;188;8
39;196;8
40;192;8
41;192;8
42;192;8
43;196;4
44;192;4
45;212;0
46;188;4
47;188;4
48;188;4
49;188;0
50;192;4
51;184;0
52;184;0
53;184;0
54;184;0
55;180;0
56;180;0
57;176;0
58;180;0
59;180;0
60;176;0
61;176;0
62;176;0
63;176;0
64;172;0
65;172;0
66;172;0
67;168;0
68;168;0
69;164;-4
70;164;0
71;168;0
72;164;0
73;164;0
74;160;-4
75;160;-4
76;156;-4
77;156;-4
78;148;-8
79;156;-8
80;152;-8
81;152;-8
82;148;-12
83;148;-12
84;148;-16
85;140;-16
86;144;-20
87;144;-20
88;140;-24
89;140;-24
90;140;-24
91;136;-24
92;136;-24
93;132;-24
94;132;-24
95;132;-28
96;128;-28
97;132;-24
98;128;-24
99;132;-24
100;124;-16
101;120;-16
102;120;-12
103;116;-8
104;120;-4
105;116;-4
106;116;0
107;108;4
108;108;8
109;108;8
110;104;8
111;100;12
112;100;12
113;108;12
114;100;8
115;96;12
116;96;12
117;92;12
118;88;12
119;92;12
120;72;8
121;84;12
122;84;8
123;80;8
124;80;4
125;80;8
126;76;4
127;68;4
128;72;4
129;72;4
130;68;4
131;68;4
132;72;4
133;64;0
134;64;4
135;60;0
136;56;4
137;56;4
138;52;0
139;52;0
140;52;0
141;48;0
142;44;0
143;44;-4
144;40;0
145;40;0
146;40;0
147;36;0
148;36;0
149;32;0
150;28;0
151;28;0
152;24;0
153;28;0
154;24;0
155;20;-4
156;16;-4
157;16;0
158;16;-4
159;12;-4
160;16;-4
161;8;-4
162;4;-8
163;4;-8
164;0;-12
165;0;-16
166;-4;-16
167;-8;-16
168;-8;-20
169;-8;-20
170;-12;-20
171;-12;-24
172;-16;-24
173;-12;-24
174;-20;-28
175;-24;-28
176;-20;-28
177;-24;-24
178;-28;-28
179;-24;-28
180;-32;-24
181;-32;-24
182;-32;-20
183;-36;-20
184;-40;-16
185;-40;-12
186;-40;-12
187;-44;-12
188;-44;-8
189;-52;-4
190;-48;0
191;-52;0
192;-56;4
193;-52;4
194;-60;4
195;-40;4
196;-60;8
197;-64;8
198;-68;8
199;-68;8
200;-64;8
201;-72;12
202;-64;12
203;-76;12
204;-76;12
205;-80;8
206;-84;12
207;-80;12
208;-84;8
209;-80;24
210;-88;28
211;-92;28
212;-88;24
213;-92;28
214;-100;28
215;-96;24
216;-100;24
217;-100;24
218;-104;24
219;-104;24
220;-108;24
221;-108;20
222;-108;24
223;-112;24
224;-112;20
225;-112;24
226;-116;24
227;-120;16
228;-116;16
229;-120;12
230;-124;16
231;-124;12
232;-124;12
233;-128;8
234;-132;8
235;-136;4
236;-132;0
237;-132;0
238;-136;0
239;-136;-4
240;-136;-4
241;-140;-4
242;-148;-4
243;-140;-8
244;-144;-8
245;-144;-8
246;-148;-8
247;-148;-8
248;-148;-8
249;-148;-4
250;-152;-4
251;-152;0
252;-156;0
253;-156;4
254;-156;4
255;-156;8
256;-152;12
257;-160;12
258;-160;16
259;-160;20
260;-164;20
261;-164;24
262;-164;28
263;-164;24
264;-168;28
265;-172;28
266;-172;28
267;-172;28
268;-172;32
269;-172;28
270;-164;28
271;-176;32
272;-176;28
273;-176;28
274;-180;28
275;-180;28
276;-180;28
277;-196;28
278;-180;28
279;-180;24
280;-184;24
281;-184;24
282;-192;24
283;-188;24
284;-192;24
285;-184;24
286;-188;24
287;-188;24
288;-188;20
289;-188;20
290;-192;20
291;-188;20
292;-192;20
293;-192;20
294;-192;20
295;-192;20
296;-192;20
297;-192;20
298;-192;20
299;-196;20
300;-192;20
301;-192;16
302;-196;20
303;-192;16
304;-196;16
305;-196;20
306;-196;20
307;-192;16
308;-196;20
309;-196;20
310;-196;16
311;-200;20
312;-196;16
313;-196;16
314;-196;20
315;-196;16
316;-196;16
317;-188;20
318;-196;12
319;-196;16
320;-200;12
321;-200;12
322;-196;12
323;-196;12
324;-196;8
325;-196;4
326;-196;4
327;-196;0
328;-196;0
329;-192;0
330;-196;-4
331;-192;-4
332;-192;-8
333;-192;-8
334;-192;-8
335;-192;-8
336;-192;-12
337;-192;-8
338;-196;-8
339;-188;-8
340;-188;-4
341;-188;-4
342;-184;-4
343;-188;0
344;-188;4
345;-200;4
346;-184;8
347;-188;12
348;-184;12
349;-184;16
350;-180;20
351;-180;20
352;-180;24
353;-180;24
354;-176;24
355;-176;28
356;-176;28
357;-172;28
358;-172;32
359;-156;28
360;-172;28
361;-172;28
362;-172;32
363;-168;32
364;-164;32
365;-164;32
366;-164;28
367;-164;28
368;-164;28
369;-160;28
370;-164;28
371;-160;24
372;-156;24
373;-156;24
374;-156;24
375;-156;24
376;-152;24
377;-152;24
378;-152;24
379;-148;20
380;-148;24
381;-144;20
382;-144;20
383;-144;20
384;-144;20
385;-136;24
386;-140;20
387;-136;20
388;-136;20
389;-136;20
390;-132;20
391;-132;20
392;-132;16
393;-124;20
394;-124;20
395;-124;20
396;-120;16
397;-120;16
398;-120;20
399;-128;16
400;-116;16
401;-116;20
