Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;72,57Hz;72,78Hz
Period               :;13,78ms;13,74ms
PK-PK                :;856,0mV;280,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,500000mV;0,500000mV
Time interval        :;20,00000uS;20,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;376;-112
2;376;-112
3;376;-112
4;384;-112
5;376;-104
6;376;-56
7;384;-56
8;384;-48
9;384;-48
10;384;-48
11;384;-40
12;384;-40
13;384;-40
14;384;-40
15;392;-32
16;392;-40
17;384;-40
18;384;-40
19;392;-48
20;392;-40
21;392;-48
22;392;-48
23;392;-48
24;400;-48
25;392;-48
26;392;-48
27;400;-48
28;392;-48
29;400;-48
30;400;-48
31;400;-48
32;408;-48
33;400;-48
34;400;-56
35;392;-48
36;400;-56
37;400;-56
38;400;-56
39;376;-56
40;400;-56
41;400;-64
42;400;-64
43;400;-72
44;400;-72
45;408;-72
46;400;-80
47;400;-72
48;400;-72
49;408;-72
50;408;-64
51;400;-64
52;400;-64
53;400;-56
54;408;-56
55;400;-48
56;400;-40
57;408;-40
58;400;-40
59;416;-40
60;408;-40
61;400;-40
62;400;-40
63;400;-40
64;400;-40
65;400;-40
66;400;-40
67;400;-48
68;400;-48
69;400;-48
70;400;-48
71;400;-48
72;400;-48
73;392;-48
74;392;-48
75;392;-48
76;392;-48
77;392;-48
78;392;-48
79;392;-48
80;400;-56
81;392;-48
82;384;-56
83;384;-56
84;384;-64
85;384;-64
86;376;-72
87;384;-64
88;376;-72
89;376;-72
90;376;-72
91;368;-72
92;376;-72
93;376;-64
94;368;-56
95;368;-56
96;368;-48
97;368;-48
98;368;-40
99;368;-40
100;360;-40
101;368;-40
102;360;-40
103;360;-40
104;352;-40
105;360;-40
106;352;-40
107;360;-40
108;352;-40
109;352;-48
110;352;-40
111;352;56
112;344;56
113;344;56
114;336;48
115;336;48
116;336;48
117;328;48
118;336;40
119;328;40
120;328;32
121;312;32
122;328;24
123;328;24
124;320;24
