Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;75.14Hz;74.32Hz
Period               :;13.31ms;13.45ms
PK-PK                :;952.0mV;328.0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0.500000mV;0.500000mV
Time interval        :;20.00000uS;20.00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;352;32
2;352;32
3;352;32
4;344;32
5;344;32
6;336;32
7;336;32
8;336;32
9;328;32
10;312;32
11;320;32
12;320;32
13;320;32
14;312;32
15;312;24
16;304;24
17;320;24
18;296;24
19;296;16
20;296;8
21;296;8
22;288;8
23;272;0
24;280;8
25;280;8
26;280;16
27;272;16
28;272;24
29;272;32
30;264;40
31;256;40
32;256;40
33;248;40
34;248;40
35;248;48
36;240;40
37;232;40
38;240;40
39;232;40
40;232;40
41;224;40
42;216;40
43;216;40
44;224;32
45;208;32
46;208;32
47;208;32
48;200;32
49;200;32
50;192;32
51;200;32
52;184;32
53;184;32
54;176;32
55;176;32
56;168;32
57;160;32
58;152;32
59;160;24
60;152;32
61;152;24
62;144;24
63;144;16
64;136;16
65;136;8
66;128;8
67;128;8
68;128;8
69;128;8
70;120;16
71;112;16
72;112;136
73;104;136
74;104;144
75;96;144
76;96;144
77;88;144
78;88;152
79;88;152
80;80;152
81;80;152
82;72;144
83;64;144
84;64;152
85;56;144
86;56;144
87;48;144
88;48;144
89;40;144
90;40;144
91;32;144
92;40;152
93;16;152
94;16;152
95;16;152
96;8;160
97;8;160
98;8;160
99;-8;160
100;0;152
101;-16;152
102;-16;152
103;-16;152
104;-24;152
105;-32;152
106;-40;152
107;-32;152
108;-48;152
109;-40;152
110;-48;152
111;-56;152
112;-64;144
113;-64;152
114;-72;152
115;-64;152
116;-80;152
117;-80;144
118;-80;152
119;-88;144
120;-96;152
121;-96;152
122;-104;144
123;-112;144
124;-112;144
125;-112;144
126;-112;136
127;-120;136
128;-128;128
129;-136;128
130;-144;128
131;-144;120
132;-144;120
133;-168;120
134;-160;120
135;-160;128
136;-168;136
137;-168;144
138;-176;144
139;-176;152
140;-184;152
141;-184;160
142;-192;160
