Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;10,93Hz;10,97Hz
Period               :;91,50ms;91,12ms
PK-PK                :;98,00mV;102,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,125000mV;0,125000mV
Time interval        :;100,00000uS;100,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;10;-10
2;10;-10
3;10;-16
4;12;-30
5;10;-28
6;12;-6
7;12;6
8;12;4
9;12;-2
10;14;-4
11;12;-6
12;14;-10
13;8;-24
14;12;-26
15;14;0
16;14;6
17;16;0
18;14;-4
19;14;-4
20;16;-6
21;14;-20
22;16;-30
23;16;-8
24;18;6
25;16;4
26;16;4
27;16;-4
28;22;-20
29;16;-22
30;18;0
31;16;12
32;16;8
33;18;4
34;16;0
35;26;0
36;18;-6
37;18;-20
38;18;-22
39;14;8
40;18;10
41;20;4
42;20;2
43;12;0
44;22;-2
45;22;-12
46;22;-18
47;24;-12
48;22;10
49;22;16
50;14;12
51;22;6
52;22;6
53;22;4
54;16;0
55;24;-14
56;22;-18
57;24;4
58;26;16
59;24;12
60;24;8
61;24;6
62;24;4
63;24;4
64;26;-2
65;40;-16
66;24;-16
67;24;12
68;24;20
69;14;16
70;24;12
71;24;10
72;26;8
73;24;8
74;26;-4
75;26;-16
76;26;0
77;26;22
78;26;18
79;26;12
80;28;10
81;26;8
82;26;8
83;26;-4
84;26;-16
85;28;-6
86;28;16
87;26;20
88;26;20
89;26;16
90;24;8
91;26;-10
92;26;-8
93;26;16
94;24;24
95;20;20
96;22;16
97;24;14
98;22;10
99;24;-2
100;24;-10
101;24;2
102;24;22
103;26;22
104;24;18
105;24;14
106;22;12
107;24;12
108;24;12
109;22;8
110;26;-6
111;24;-4
112;22;20
113;24;28
114;26;24
115;24;20
116;24;18
117;22;16
118;24;6
119;24;-8
120;24;2
121;24;24
122;24;26
123;24;22
124;26;18
125;22;16
126;24;16
127;24;16
128;22;0
129;18;-8
130;26;16
131;24;30
132;24;26
133;26;22
134;24;18
135;22;20
136;18;14
137;22;-4
138;24;-4
139;22;24
140;26;30
141;24;24
142;22;20
143;22;18
144;30;18
145;22;10
146;22;-6
147;22;0
148;22;24
149;22;30
150;22;26
151;40;26
152;24;20
153;22;2
154;24;-2
155;14;20
156;24;32
157;22;30
158;24;26
159;16;22
160;22;22
161;24;20
162;24;10
163;24;-2
164;22;6
165;22;30
166;4;32
167;22;28
168;22;24
169;22;22
170;34;20
171;24;24
172;24;8
