Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;75,87Hz;74,96Hz
Period               :;13,18ms;13,34ms
PK-PK                :;976,0mV;320,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,500000mV;0,500000mV
Time interval        :;10,00000uS;10,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;392;-104
2;392;-104
3;392;-104
4;392;-112
5;400;-112
6;400;-112
7;400;-104
8;400;-104
9;400;-104
10;408;-112
11;400;-112
12;400;-112
13;408;-112
14;400;-112
15;408;-112
16;408;-112
17;408;-112
18;416;-112
19;408;-112
20;408;-120
21;408;-112
22;416;-112
23;416;-112
24;416;-120
25;416;-120
26;416;-120
27;416;-112
28;416;-112
29;416;-120
30;416;-112
31;424;-120
32;424;-120
33;424;-112
34;424;-120
35;416;-120
36;424;-120
37;424;-120
38;424;-112
39;424;-112
40;432;-112
41;424;-120
42;432;-120
43;432;-120
44;432;-112
45;432;-120
46;440;-120
47;440;-120
48;440;-120
49;456;-120
50;440;-120
51;440;-128
52;440;-128
53;440;-128
54;440;-128
55;440;-136
56;440;-136
57;440;-136
58;440;-136
59;440;-136
60;440;-136
61;440;-144
62;440;-136
63;448;-136
64;440;-136
65;448;-144
66;440;-136
67;448;-136
68;448;-136
69;448;-136
70;456;-136
71;448;-136
72;448;-136
73;448;-128
74;448;-128
75;456;-120
76;456;-120
77;456;-112
78;456;-120
79;456;-120
80;456;-112
81;456;-112
82;456;-112
83;464;-104
84;456;-112
85;456;-104
86;456;-112
87;456;-112
88;464;-104
89;456;-104
90;464;-104
91;464;-104
92;464;-104
93;464;-104
94;464;-112
95;464;-112
96;464;-104
97;464;-112
98;464;-112
99;464;-112
100;464;-112
101;472;-112
102;464;-112
103;464;-112
104;472;-112
105;472;-112
106;472;-112
107;472;-112
108;464;-120
109;464;-112
110;464;-112
111;472;-112
112;464;-112
113;472;-112
114;472;-112
115;472;-112
116;464;-112
117;480;-120
118;472;-120
119;472;-120
120;472;-112
121;472;-120
122;472;-120
123;464;-112
124;488;-112
125;472;-120
126;472;-112
127;472;-112
128;472;-120
129;472;-112
130;472;-112
131;472;-112
132;472;-120
133;472;-112
134;472;-120
135;464;-120
136;464;-120
137;472;-120
138;472;-120
139;472;-120
140;472;-128
141;472;-128
142;472;-128
143;472;-128
144;472;-136
145;472;-136
146;472;-136
147;472;-136
148;472;-136
149;472;-136
150;472;-136
151;472;-136
152;472;-136
153;464;-136
154;472;-136
155;472;-136
156;472;-136
157;464;-128
158;472;-40
159;472;-40
160;472;-32
161;472;-32
162;472;-32
163;472;-32
164;464;-32
165;464;-24
166;464;-24
167;472;-24
168;472;-24
169;472;-16
170;472;-16
171;464;-8
172;472;-16
173;472;-16
174;472;-16
175;472;-16
176;472;-16
177;472;-16
178;464;-16
179;464;-16
180;472;-16
181;464;-16
182;464;-16
183;472;-16
184;472;-16
185;464;-16
186;472;-16
187;464;-16
188;464;-24
189;464;-24
190;472;-24
191;464;-24
192;480;-24
193;472;-24
194;456;-16
195;464;-24
196;464;-24
197;464;-24
198;464;-24
199;464;-24
200;456;-16
201;456;-16
202;456;-24
203;456;-24
204;456;-24
205;456;-24
206;456;-24
207;448;-24
208;456;-24
209;456;-24
210;448;-24
211;440;-24
212;448;-24
213;456;-24
214;448;-24
215;448;-24
216;448;-24
217;448;-24
218;448;-24
219;440;-24
220;448;-24
221;440;-24
222;440;-24
223;440;-24
224;440;-32
225;448;-32
226;440;-32
227;440;-32
228;440;-32
229;440;-40
230;440;-40
231;440;-40
232;424;-40
233;432;-40
234;432;-40
235;432;-40
236;432;-48
237;432;-48
238;432;-48
239;440;-48
240;432;-48
241;424;-48
242;424;-48
243;424;-48
244;424;-40
245;424;-40
246;424;-40
247;424;-48
248;416;-40
249;424;-32
250;416;-32
251;416;-32
252;416;-32
253;424;-24
254;416;-24
255;416;-24
256;416;-24
257;416;-16
258;416;-16
259;408;-16
260;416;-16
261;408;-16
262;408;-8
263;408;-16
264;408;-16
265;400;-16
266;400;-16
267;408;-16
268;400;-16
269;400;-8
270;400;-16
271;392;-16
272;392;-16
273;400;-16
274;384;-16
275;392;-16
276;392;-24
277;392;-16
278;392;-24
279;384;-16
280;392;-16
281;384;-16
282;384;-16
283;384;-24
284;384;-16
285;384;-24
286;376;-24
287;384;-24
288;376;-24
289;376;-16
290;376;-24
291;376;-24
292;376;-24
293;368;-24
294;368;-24
295;368;-24
296;368;-24
297;368;-24
298;368;-24
299;368;-24
300;360;-24
301;360;-24
302;368;-24
303;360;-24
304;360;-24
305;360;-24
306;360;-24
307;344;-24
308;352;-24
309;352;-24
310;352;-24
311;352;-24
312;352;-24
313;352;-24
314;352;-24
315;344;-24
316;344;-24
317;344;-24
318;336;-32
319;336;-32
320;336;-32
321;336;-40
322;328;-40
323;328;-40
324;328;-40
325;328;-40
326;328;-40
327;328;-48
328;328;-48
329;320;-48
330;320;-48
331;320;-48
332;312;-48
333;320;-48
334;312;-48
335;312;-48
336;304;-48
337;304;-40
338;304;-40
339;304;-40
340;304;-32
341;304;-32
342;304;-24
343;296;-24
344;296;-24
345;296;-24
346;288;-24
347;288;-16
348;296;-16
349;272;-16
350;288;-16
351;280;-16
352;288;-16
353;280;-16
354;272;-16
355;272;-16
356;272;-16
357;272;-16
358;272;-16
359;264;-8
360;264;-16
361;272;-16
362;264;-16
363;264;-16
364;264;-16
365;264;-16
366;264;72
367;256;120
368;264;120
369;256;112
370;248;112
371;248;112
372;248;104
373;248;112
374;248;112
375;240;112
376;240;104
377;240;104
378;240;104
379;240;104
380;232;96
381;232;104
382;224;96
383;232;88
384;224;88
385;224;88
386;224;88
387;224;88
388;216;88
389;232;80
390;216;80
391;216;88
392;216;88
393;208;88
394;208;88
395;208;80
396;208;88
397;200;88
398;200;88
399;200;88
400;200;88
401;192;96
402;192;104
403;200;104
404;192;104
405;184;112
406;184;112
407;184;120
408;184;112
409;168;120
410;176;120
411;176;120
412;168;120
413;176;120
414;168;120
415;160;120
416;168;120
417;160;120
418;160;120
419;160;120
420;160;120
421;152;120
422;152;120
423;152;120
424;128;120
425;144;120
426;144;120
427;144;120
428;136;120
429;136;120
430;136;120
431;120;112
432;136;120
433;128;112
434;136;112
435;128;112
436;136;112
437;128;112
438;120;112
439;120;120
440;120;112
441;120;112
442;112;112
443;112;112
444;112;112
445;104;112
446;104;112
447;104;112
448;104;112
449;104;112
450;96;104
451;96;112
452;96;104
453;88;104
454;88;112
455;88;104
456;80;112
457;80;104
458;88;112
459;80;112
460;80;104
461;72;104
462;72;104
