Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;39.40Hz;39.40Hz
Period               :;25.38ms;25.38ms
PK-PK                :;270.0mV;138.0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0.125000mV;0.125000mV
Time interval        :;40.00000uS;40.00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;36;-26
2;36;-26
3;38;-20
4;40;-18
5;42;-16
6;42;-18
7;42;-22
8;22;-22
9;46;-24
10;48;-26
11;56;-26
12;50;-28
13;52;-28
14;52;-28
15;54;-30
16;54;-36
17;56;-44
18;70;-48
19;56;-52
20;58;-50
21;58;-38
22;60;-26
23;62;-18
24;64;-18
25;50;-16
26;66;-18
27;66;-20
28;68;-24
29;68;-24
30;70;-26
31;70;-26
32;70;-26
33;70;-28
34;72;-30
35;78;-36
36;72;-42
37;74;-48
38;74;-52
39;76;-50
40;76;-44
41;76;-34
42;76;-24
43;80;-18
44;80;-16
45;84;-16
46;82;-18
47;82;-20
48;82;-22
49;82;-24
50;84;-26
51;84;-26
52;84;-26
53;86;-26
54;86;-12
55;88;-18
56;88;-24
57;88;-30
58;88;-32
59;90;-36
60;90;-32
61;90;-26
62;94;-14
63;92;-6
64;92;0
65;92;0
66;80;-2
67;92;-2
68;92;-6
69;96;-6
70;92;-10
71;94;-10
72;94;-12
73;92;-12
74;92;-12
75;94;-12
76;108;-14
77;94;-14
78;94;-14
79;94;-18
80;94;-24
81;96;-30
82;96;-34
83;80;-38
84;96;-32
85;94;-24
86;98;-14
87;94;-6
88;96;0
89;94;0
90;96;0
91;96;-4
92;96;-4
93;102;-8
94;96;-8
95;96;-10
96;96;-10
97;96;-10
98;98;-10
99;98;-12
100;94;-12
101;96;-14
102;96;-16
103;100;-20
104;96;-26
105;96;-30
106;94;-12
107;96;-14
108;94;-6
109;94;2
110;92;12
111;94;18
112;94;22
113;92;24
114;94;22
115;92;20
116;96;18
117;92;16
118;92;14
119;94;14
120;96;12
121;92;12
122;94;12
123;92;10
124;88;12
125;92;10
126;90;2
127;88;-4
128;90;-10
129;90;-14
130;90;-12
131;88;-4
