Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;42,13Hz;42,02Hz
Period               :;23,73ms;23,80ms
PK-PK                :;280,0mV;148,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,250000mV;0,250000mV
Time interval        :;20,00000uS;20,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-68;16
2;-68;16
3;-88;16
4;-88;16
5;-88;12
6;-88;12
7;-88;12
8;-88;8
9;-84;4
10;-92;0
11;-92;-4
12;-92;-8
13;-92;-8
14;-92;-12
15;-96;-12
16;-92;-12
17;-92;-8
18;-92;-4
19;-92;4
20;-96;8
21;-96;12
22;-92;-4
23;-96;0
24;-96;0
25;-96;4
26;-96;8
27;-96;4
28;-96;4
29;-104;4
30;-100;4
31;-100;0
32;-100;0
33;-100;0
34;-100;-4
35;-100;-4
36;-116;-4
37;-100;-4
38;-104;-4
39;-104;-8
40;-104;-8
41;-104;-8
42;-96;-8
43;-104;-8
44;-108;-8
45;-104;-8
46;-108;-8
47;-108;-8
48;-112;-8
49;-108;-8
50;-112;-8
51;-112;-12
52;-112;-16
53;-108;-16
54;-108;-20
55;-108;-24
56;-100;-28
57;-112;-28
58;-112;-32
59;-112;-32
60;-112;-32
61;-112;-32
62;-112;-28
63;-112;-20
64;-112;-16
65;-112;-8
66;-116;-4
67;-116;0
68;-116;4
69;-116;4
70;-128;4
71;-116;4
72;-116;0
73;-120;4
74;-116;0
75;-116;0
76;-116;-4
77;-96;-4
78;-120;-4
79;-120;-4
80;-116;-4
81;-116;-8
82;-120;-8
83;-124;-8
84;-120;-8
85;-120;-8
86;-120;-8
87;-120;-8
88;-120;-8
89;-120;-8
90;-116;-8
91;-124;-8
92;-120;-8
93;-120;-8
94;-120;-8
95;-120;-8
96;-120;-12
97;-120;-16
98;-120;-20
99;-124;-20
100;-120;-24
101;-120;-28
102;-124;-28
103;-120;-32
104;-124;-32
105;-120;-36
106;-124;-32
107;-124;-28
108;-124;-24
109;-124;-16
110;-120;-8
111;-100;-4
112;-124;0
113;-124;4
114;-124;4
115;-124;4
116;-124;4
117;-128;4
118;-120;4
119;-124;0
120;-124;0
121;-124;0
122;-124;0
123;-128;-4
124;-124;-4
125;-124;-4
126;-124;-20
127;-124;-20
128;-124;-24
129;-124;-28
130;-124;-32
131;-128;-36
132;-124;-36
133;-124;-40
134;-124;-44
135;-120;-44
136;-124;-44
137;-120;-44
138;-124;-44
139;-124;-40
140;-120;-40
141;-124;-36
142;-120;-28
143;-124;-24
144;-120;-20
145;-116;-16
146;-124;-12
147;-120;-12
148;-120;-8
149;-120;-12
150;-120;-8
151;-120;-12
152;-116;-12
153;-120;-16
154;-120;-16
155;-116;-16
156;-120;-16
157;-120;-20
158;-124;-16
159;-116;-20
160;-116;-20
161;-116;-20
162;-116;-20
163;-116;-20
164;-116;-20
165;-116;-20
166;-116;-24
167;-116;-20
168;-116;-24
169;-112;-24
170;-116;-24
171;-112;-20
172;-116;-24
173;-116;-28
174;-112;-32
175;-116;-36
176;-112;-40
177;-112;-40
178;-112;-44
179;-104;-44
180;-108;-44
181;-112;-44
182;-112;-44
183;-108;-44
184;-108;-40
185;-108;-36
186;-92;-28
187;-112;-24
188;-108;-20
189;-108;-16
190;-108;-12
191;-104;-12
192;-112;-12
193;-104;-12
194;-104;-12
195;-104;-12
196;-104;-12
197;-104;-12
198;-104;-16
199;-104;-16
200;-100;-16
201;-104;-16
202;-100;-20
203;-100;-20
204;-100;-20
205;-100;-20
206;-108;-20
207;-100;-20
208;-100;-24
209;-96;-24
210;-96;-24
211;-100;-24
212;-92;-20
213;-92;-24
214;-96;-24
215;-92;-24
216;-92;-24
217;-96;-28
218;-92;-28
219;-88;-32
220;-84;-36
221;-92;-40
222;-88;-44
223;-92;-44
224;-88;-44
225;-88;-48
226;-88;-44
227;-96;-44
228;-84;-40
229;-84;-32
230;-84;-40
231;-80;-36
232;-84;-32
233;-76;-28
234;-80;-24
235;-80;-24
236;-80;-24
237;-80;-24
238;-76;-20
239;-76;-24
240;-72;-24
241;-76;-24
242;-76;-28
243;-72;-28
244;-72;-28
245;-72;-28
246;-72;-28
247;-56;-32
248;-68;-32
249;-68;-32
250;-72;-32
251;-68;-32
252;-68;-32
253;-68;-32
254;-64;-32
