Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;22,73Hz;22,79Hz
Period               :;44,00ms;43,88ms
PK-PK                :;142,0mV;110,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,125000mV;0,125000mV
Time interval        :;100,00000uS;100,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;20;-12
2;20;-12
3;20;-12
4;22;-14
5;22;-18
6;20;-32
7;22;-36
8;24;-10
9;24;-2
10;26;-6
11;28;-12
12;28;-14
13;36;-14
14;28;-18
15;32;-34
16;32;-36
17;32;-14
18;32;-2
19;32;-8
20;42;-10
21;34;-4
22;32;-22
23;32;-28
24;26;-2
25;34;8
26;34;2
27;34;-2
28;30;-4
29;34;-6
30;36;-16
31;36;-28
32;38;-14
33;36;8
34;36;4
35;14;-2
36;36;-2
37;36;-4
38;38;-8
39;34;-24
40;38;-28
41;40;6
42;38;18
43;40;14
44;38;8
45;38;8
46;38;6
47;38;0
48;40;-16
49;40;-14
50;60;14
51;40;16
52;40;12
53;42;6
54;28;6
55;42;2
56;40;-14
57;40;-18
58;36;4
59;40;16
60;40;14
61;40;8
62;40;20
63;40;4
64;40;-8
65;28;8
66;40;26
67;40;28
68;40;22
69;40;18
70;40;18
71;40;16
72;40;10
73;40;-6
74;40;-4
75;40;22
76;40;28
77;38;24
78;38;20
79;40;18
80;38;14
81;38;14
82;38;16
83;38;22
84;40;8
85;38;6
86;38;26
87;40;40
88;40;36
89;38;32
90;38;30
91;38;28
92;36;24
93;38;12
94;38;4
95;44;28
96;38;40
97;36;34
98;36;32
99;30;30
100;34;28
101;36;26
102;34;24
103;34;10
104;34;10
105;32;28
106;32;46
107;30;46
108;32;40
109;32;38
110;28;36
111;30;34
112;30;28
113;30;14
114;24;14
115;28;40
116;30;46
117;32;42
118;32;38
119;32;36
120;32;36
121;18;34
122;30;20
123;32;8
124;30;34
125;26;52
126;32;48
127;30;42
128;32;40
129;28;36
130;32;18
131;32;18
132;32;38
133;34;52
134;32;48
135;34;44
136;22;40
137;32;40
138;34;38
139;34;30
140;46;16
141;36;26
142;34;50
143;34;48
144;34;42
145;34;42
146;34;34
147;34;20
148;34;24
149;34;46
150;34;52
151;54;48
152;34;44
153;34;42
154;32;40
155;30;34
156;34;18
157;32;22
158;34;46
159;30;54
160;34;46
161;32;44
162;34;42
163;32;40
164;32;36
165;32;18
166;22;20
167;34;40
168;34;52
169;34;48
170;38;42
171;32;40
172;32;40
173;32;36
174;36;20
175;32;16
176;32;38
177;32;52
178;30;48
179;30;44
180;30;42
181;36;40
182;30;40
183;32;28
184;30;14
185;30;28
186;30;50
187;28;46
188;30;40
189;30;34
190;28;16
191;28;14
192;26;42
193;26;46
194;26;42
195;24;38
196;30;36
197;24;36
198;24;26
199;26;12
200;26;18
201;24;40
202;24;46
203;24;42
204;26;38
205;24;36
206;24;34
207;24;34
208;22;26
209;24;12
210;22;8
211;22;38
212;22;42
213;22;38
214;22;34
215;14;30
216;22;30
217;20;22
218;20;6
219;22;16
220;18;42
221;18;40
222;10;34
223;14;32
224;16;30
225;16;26
226;18;10
227;14;8
228;14;32
229;12;36
230;22;32
231;10;26
232;12;24
233;12;22
234;10;12
235;10;-2
236;10;8
237;18;30
238;8;34
239;8;28
240;6;26
241;16;24
242;8;22
243;4;10
244;4;-4
245;-2;16
246;4;34
247;2;30
248;2;24
249;2;24
250;2;6
251;0;-10
252;-2;-8
253;0;16
254;-2;24
255;-2;20
256;-8;16
257;-2;14
258;-4;12
259;-6;10
260;-8;-2
261;-8;-14
262;-8;6
263;-10;24
264;-10;22
265;-10;16
266;-10;12
267;-16;12
268;-14;10
269;-14;-4
270;-14;-14
271;-14;-12
272;-16;10
273;-18;10
274;-18;6
275;-16;2
276;-22;2
277;-22;0
278;-24;-6
279;-24;-22
280;-24;-22
281;-26;2
282;-22;12
283;-26;8
284;-28;4
285;-28;2
286;-30;0
287;-30;-2
288;-30;-16
289;-32;-24
290;-36;-10
291;-36;12
292;-34;0
293;-36;-4
294;-36;-8
295;-38;-10
296;-38;-14
297;-42;-30
298;-40;-26
299;-42;-2
300;-44;2
301;-44;-4
302;-46;-6
303;-46;-10
304;-46;-8
305;-48;-16
306;-48;-30
307;-48;-26
308;-50;-6
309;-52;4
310;-54;0
311;-52;-8
312;-58;-8
313;-54;-26
314;-56;-40
315;-56;-34
316;-64;-12
317;-56;-6
318;-56;-12
319;-58;-16
320;-56;-16
321;-58;-18
322;-60;-22
323;-66;-36
324;-60;-40
325;-58;-18
326;-60;-6
327;-64;-10
328;-58;-14
329;-60;-16
330;-60;-18
331;-54;-18
332;-58;-30
333;-60;-46
334;-58;-30
335;-58;-12
336;-60;-16
337;-58;-20
338;-52;-24
339;-60;-22
340;-58;-30
341;-58;-44
342;-68;-42
343;-60;-20
344;-60;-14
345;-58;-16
346;-64;-20
347;-60;-22
348;-58;-24
349;-58;-32
350;-56;-44
351;-58;-38
352;-56;-18
353;-80;-12
354;-54;-20
355;-54;-24
356;-54;-30
357;-60;-46
358;-54;-44
359;-52;-18
360;-50;-16
361;-46;-22
362;-50;-24
363;-48;-26
364;-48;-28
365;-46;-36
366;-48;-48
367;-44;-42
368;-26;-20
369;-44;-16
370;-44;-22
371;-42;-24
372;-52;-26
373;-40;-28
374;-40;-26
375;-38;-38
376;-38;-52
377;-36;-44
378;-36;-22
379;-36;-18
380;-34;-22
381;-34;-26
382;-32;-28
383;-42;-28
384;-32;-38
385;-30;-52
386;-28;-42
387;-28;-22
388;-28;-18
