Column1;Column2;Column3
Channel              :;CH1;CH2
Frequency            :;193,1Hz;246,9Hz
Period               :;5,179ms;4,050ms
PK-PK                :;416,0mV;104,0mV
Probe attenuation    :;1X;1X
Voltage per ADC value:;0,250000mV;0,250000mV
Time interval        :;10,00000uS;10,00000uS
;;
index;CH1_Voltage(mV);CH2_Voltage(mV)
1;-184;-16
2;-184;-16
3;-180;-16
4;-180;-12
5;-192;-8
6;-180;-8
7;-184;0
8;-180;-4
9;-184;0
10;-184;0
11;-184;0
12;-188;4
13;-180;4
14;-180;4
15;-180;4
16;-180;4
17;-180;4
18;-180;4
19;-176;4
20;-176;4
21;-180;4
22;-176;4
23;-176;4
24;-176;4
25;-176;0
26;-172;0
27;-172;0
28;-172;0
29;-172;0
30;-172;0
31;-172;0
32;-172;-4
33;-148;-4
34;-168;-4
35;-168;-4
36;-168;-4
37;-168;-4
38;-168;-8
39;-164;-4
40;-164;-4
41;-164;-4
42;-164;-8
43;-160;-8
44;-160;-4
45;-164;-8
46;-156;-8
47;-152;-8
48;-156;-8
49;-156;-8
50;-152;-8
51;-152;-8
52;-152;-8
53;-148;-8
54;-148;-8
55;-148;-8
56;-144;-8
57;-144;-8
58;-144;-8
59;-140;-8
60;-140;-8
61;-140;-8
62;-132;-12
63;-136;-12
64;-132;-12
65;-132;-12
66;-128;-16
67;-128;-20
68;-128;-20
69;-128;-20
70;-124;-20
71;-120;-24
72;-120;-28
73;-120;-28
74;-116;-32
75;-116;-32
76;-112;-32
77;-108;-32
78;-108;-32
79;-108;-32
80;-96;-32
81;-100;-32
82;-100;-28
83;-100;-32
84;-100;-28
85;-96;-28
86;-96;-24
87;-92;-24
88;-88;-20
89;-88;-20
90;-80;-16
91;-84;-16
92;-84;-12
93;-80;-8
94;-76;-4
95;-76;-4
96;-72;0
97;-68;0
98;-68;4
99;-64;4
100;-64;4
101;-68;0
102;-60;4
103;-56;4
104;-56;4
105;-52;4
106;-52;4
107;-52;4
108;-52;4
109;-44;4
110;-44;0
111;-40;0
112;-40;4
113;-36;0
114;-32;0
115;-16;0
116;-28;0
117;-28;0
118;-24;-4
119;-24;-4
120;-20;-4
121;-20;-4
122;-12;-4
123;-12;-4
124;-12;-4
125;-12;-4
126;-8;-4
127;-12;-4
128;-4;-4
129;0;-4
130;0;-8
131;4;-8
132;4;-8
133;8;-8
134;4;-8
135;12;-4
136;16;-8
137;16;-8
138;20;-8
139;20;-8
140;24;-8
141;24;-8
142;28;-8
143;28;-8
144;32;-8
145;36;-8
146;36;-8
147;36;-8
148;44;-8
149;44;-8
150;44;-8
151;44;-12
152;52;-12
153;52;-16
154;56;-16
155;44;-16
156;60;-20
157;60;-20
158;60;-24
159;64;-24
160;68;-24
161;68;-28
162;72;-28
163;76;-32
164;76;-28
165;76;-32
166;76;-36
167;84;-36
168;80;-32
169;88;-36
170;84;-32
171;88;-28
172;92;-28
173;92;-24
174;92;-24
175;96;-20
176;104;-20
177;100;-16
178;100;-12
179;104;32
180;104;36
181;108;36
182;108;40
183;108;40
184;112;44
185;112;44
186;116;44
187;116;48
188;120;48
189;120;48
190;120;48
191;124;48
192;124;48
193;128;48
194;128;48
195;128;48
196;132;48
197;112;48
198;136;44
199;140;44
200;136;44
201;140;44
202;140;44
203;144;44
204;140;44
205;148;40
206;148;40
207;148;40
208;152;40
209;160;40
210;152;40
211;156;40
212;156;40
213;156;36
214;156;36
215;160;36
216;164;40
217;164;36
218;164;36
219;164;36
220;164;36
221;168;36
222;168;36
223;172;36
224;168;36
225;172;40
226;172;36
227;176;40
228;176;36
229;176;36
230;180;36
231;176;36
232;176;36
233;180;36
234;180;36
235;180;36
236;180;32
237;192;36
238;184;32
239;180;32
240;184;32
241;184;28
242;184;28
243;184;24
244;180;24
245;184;20
246;188;20
247;188;20
248;188;20
249;188;16
250;188;12
251;184;12
252;188;12
253;188;12
254;192;12
255;188;12
256;192;12
257;188;12
258;192;12
259;188;12
260;192;16
261;192;20
262;192;24
263;192;24
264;192;28
265;192;32
266;192;36
267;192;40
268;192;40
269;192;44
270;192;44
271;188;44
272;208;44
273;188;48
274;192;48
275;192;48
276;188;48
277;188;48
278;188;48
279;192;48
280;188;48
281;188;48
282;184;48
283;184;44
284;180;44
285;184;44
286;184;44
287;184;44
288;180;44
289;180;40
290;180;44
291;172;40
292;180;40
293;180;40
294;180;40
295;176;40
296;176;40
297;176;40
298;176;40
299;176;40
300;176;36
301;172;36
302;172;40
303;172;36
304;172;36
305;168;36
306;168;36
307;168;36
308;168;40
309;164;40
310;164;36
311;164;40
312;152;36
313;164;36
314;160;36
315;160;36
316;156;36
317;156;36
318;156;36
319;164;36
320;152;32
321;152;32
322;148;32
323;152;28
324;148;28
325;148;24
326;148;24
327;144;20
328;144;20
329;140;16
330;136;16
331;136;12
332;136;12
333;140;12
334;132;12
335;132;8
336;132;12
337;128;8
338;128;12
339;128;12
340;120;12
341;124;16
342;120;16
343;116;20
344;116;20
345;112;20
346;112;28
347;100;28
348;108;28
349;104;32
350;104;36
351;104;36
352;104;36
353;100;44
354;84;44
355;96;44
356;92;48
357;88;44
358;88;48
359;92;48
360;84;48
361;96;48
362;80;48
363;80;48
364;76;48
365;76;48
366;80;48
367;72;48
368;72;44
369;64;44
370;64;44
371;60;44
372;60;44
373;52;40
374;56;40
375;56;40
376;52;40
377;48;40
378;52;40
379;44;36
380;44;40
381;40;40
382;40;40
383;36;40
384;36;40
385;32;40
386;28;40
387;32;-24
388;28;-20
389;24;-24
390;20;-24
391;20;-24
392;12;-24
393;16;-28
394;12;-28
395;8;-32
396;8;-32
397;8;-36
398;4;-36
399;0;-40
400;0;-40
401;-12;-40
402;0;-40
403;-8;-44
404;-8;-44
405;-8;-44
406;-12;-44
407;-16;-48
408;-24;-48
409;-20;-48
410;-20;-48
411;-24;-44
412;-28;-44
413;-28;-44
414;-32;-44
415;-28;-40
416;-36;-40
417;-40;-40
418;-40;-36
419;-44;-36
420;-40;-32
421;-44;-28
422;-44;-28
423;-52;-24
424;-52;-24
425;-56;-20
426;-56;-20
427;-60;-16
428;-60;-16
429;-52;-16
430;-64;-16
431;-68;-12
432;-72;-12
433;-72;-12
434;-72;-12
435;-72;-12
436;-96;-12
437;-80;-12
438;-84;-12
439;-84;-16
440;-84;-16
441;-88;-16
442;-92;-16
443;-104;-16
444;-92;-16
445;-96;-16
446;-96;-20
447;-100;-20
448;-92;-20
449;-104;-20
450;-104;-16
451;-108;-20
452;-108;-20
453;-112;-20
454;-112;-20
455;-116;-20
456;-116;-20
457;-116;-20
458;-120;-20
459;-120;-24
460;-124;-20
461;-124;-24
462;-124;-20
463;-124;-24
464;-128;-24
465;-128;-20
466;-128;-20
467;-132;-24
468;-136;-24
469;-132;-24
470;-140;-24
471;-136;-24
472;-140;-24
473;-144;-24
474;-144;-24
475;-144;-24
476;-140;-24
477;-148;-24
478;-148;-24
479;-148;-24
480;-148;-24
481;-152;-28
482;-156;-28
483;-160;-28
484;-156;-32
485;-156;-32
486;-160;-36
487;-160;-36
488;-160;-36
489;-160;-36
490;-168;-40
491;-164;-44
492;-164;-44
493;-164;-44
494;-164;-44
495;-164;-44
496;-168;-48
497;-168;-48
498;-172;-48
499;-168;-48
500;-172;-48
501;-172;-48
502;-172;-48
503;-172;-44
504;-172;-44
505;-176;-40
506;-176;-36
507;-176;-40
508;-176;-36
509;-172;-32
510;-176;-28
511;-156;-28
512;-180;-24
513;-176;-24
514;-176;-20
515;-176;-20
516;-180;-20
517;-180;-16
518;-180;-16
519;-180;-12
520;-180;-12
521;-180;-12
522;-180;-12
523;-188;-12
524;-180;-12
525;-180;-12
526;-184;-12
527;-180;-12
528;-184;-16
529;-180;-16
530;-188;-16
531;-180;-12
532;-180;-16
533;-180;-16
534;-180;-16
535;-180;-16
536;-176;-20
537;-176;-20
538;-176;-20
539;-176;-20
540;-176;-20
541;-176;-20
542;-176;-20
543;-172;-20
544;-176;-20
545;-172;-20
546;-176;-20
547;-172;-24
548;-168;-20
549;-172;-24
550;-172;-24
551;-180;-24
552;-168;-24
553;-168;-24
554;-168;-24
555;-164;-24
556;-164;-24
557;-160;-24
558;-152;-24
559;-160;-28
560;-160;-24
561;-160;-24
562;-160;-24
563;-156;-24
564;-156;-24
565;-156;-24
566;-156;-24
567;-152;-24
568;-152;-24
569;-152;-24
570;-148;-24
571;-148;-24
572;-144;-24
573;-144;-24
574;-148;-24
575;-144;-24
576;-140;-24
577;-140;-24
578;-140;-24
579;-140;-28
580;-136;-28
581;-132;-28
582;-132;-32
583;-132;-32
584;-132;-32
585;-128;-32
586;-136;-36
587;-124;-40
588;-124;-40
589;-124;-40
590;-120;-40
591;-116;-40
592;-116;-44
593;-124;-44
594;-112;-44
595;-112;12
596;-112;12
597;-108;12
598;-104;8
599;-104;12
600;-80;8
601;-100;12
602;-96;12
603;-96;12
604;-92;12
605;-88;16
606;-88;20
607;-88;20
608;-84;20
609;-84;24
610;-84;28
611;-80;32
612;-84;32
613;-76;36
614;-72;36
615;-72;40
616;-68;40
617;-68;44
618;-64;44
619;-64;48
620;-60;48
621;-60;48
622;-60;48
623;-56;48
624;-52;48
625;-48;48
626;-44;48
627;-44;44
628;-44;48
629;-40;44
630;-40;44
631;-36;44
632;-36;44
633;-40;44
634;-32;40
635;-24;40
636;-28;40
637;-24;40
638;-20;40
639;-20;40
640;-24;40
641;-12;36
642;-12;36
643;-8;40
644;-8;36
645;-4;36
646;-4;36
647;0;40
648;0;36
649;4;36
650;0;36
651;8;36
652;12;36
653;12;32
654;20;32
655;16;32
656;20;36
657;20;32
658;20;32
659;28;36
660;28;32
661;36;36
662;28;36
663;32;36
664;36;36
665;36;36
666;40;32
667;44;32
668;52;32
669;48;32
670;48;32
671;48;28
672;52;28
673;52;28
674;56;28
675;40;24
676;60;24
677;64;24
678;64;20
679;68;20
680;64;16
681;72;16
682;64;12
683;76;12
684;80;12
685;76;12
686;80;12
687;88;8
688;84;12
689;88;8
690;88;12
691;88;12
692;96;12
693;96;16
694;96;16
695;100;20
696;100;20
697;100;24
698;100;28
699;104;32
700;104;32
701;112;36
702;112;40
703;116;40
704;116;40
705;116;44
706;120;40
707;120;44
708;128;44
709;128;44
710;128;48
711;128;48
712;132;48
713;132;44
714;132;44
715;140;48
716;136;44
717;136;44
718;140;44
719;140;44
720;140;44
721;144;44
722;136;40
723;144;44
724;148;40
725;148;40
726;148;40
727;152;40
728;152;40
729;148;40
730;156;40
731;156;36
732;156;40
733;160;36
734;164;36
735;160;40
736;160;40
737;164;36
738;168;36
739;168;32
740;168;36
741;172;36
742;168;32
743;176;36
744;172;36
745;172;36
746;176;36
747;176;32
748;180;32
749;176;36
750;200;36
751;180;36
752;180;36
753;184;36
754;180;32
755;180;32
756;180;36
757;180;32
758;184;32
759;184;32
760;188;32
761;184;36
762;180;36
763;188;36
764;188;32
765;188;36
766;184;32
767;188;32
768;188;32
769;188;32
770;188;32
771;188;28
772;188;32
773;188;28
774;188;24
775;192;24
776;192;20
777;192;20
778;192;20
779;192;16
780;192;12
781;192;12
782;192;12
783;192;12
784;192;12
785;192;8
786;192;8
787;192;8
788;192;8
789;192;8
790;196;8
791;192;8
792;192;12
793;192;16
794;188;16
795;192;20
796;188;24
797;188;24
798;188;28
799;188;32
800;188;36
801;188;36
802;188;40
803;184;40
804;180;16
805;184;16
806;184;16
807;188;20
808;184;16
809;184;20
810;180;20
811;180;20
812;180;20
813;184;20
814;180;20
815;180;20
816;180;16
817;176;16
818;176;16
819;176;16
820;176;16
821;176;16
822;172;12
823;172;16
824;168;12
825;168;12
826;168;12
827;168;12
828;164;12
829;164;12
830;168;8
831;164;8
832;184;8
833;160;8
834;160;8
835;160;8
836;156;8
837;156;8
838;152;8
839;156;8
840;152;4
841;152;8
842;148;8
843;148;8
844;144;8
845;144;8
846;144;8
847;144;4
848;140;4
849;140;8
850;140;4
851;128;4
852;136;0
853;132;4
854;132;0
855;132;-4
856;128;-4
857;124;-8
858;120;-8
859;124;-12
860;120;-12
861;120;-12
862;116;-16
863;116;-16
864;112;-16
865;112;-16
866;108;-20
867;108;-20
868;108;-20
869;104;-20
870;100;-20
871;100;-20
872;88;-16
873;92;-16
874;96;-12
875;92;-8
876;88;-4
877;88;0
878;88;0
879;80;8
880;80;8
881;80;8
882;76;12
883;76;12
884;72;16
885;72;16
886;72;20
