% Ponte intero, vincolo di pura torsione + incastro, braccio=10 cm + raggio
% Massa appesa (compresi piatto e bullone)
% 
%  M [g]      mueps[-] eps*1e-6
0		0
108		1
358		3
588.5 		6
1088.5 		11
1588.5 		17
2088.5 		23 
3088.5	 	34
2088.5  	23 
1588.5 		17
1088.5 		12
588.5 		6
358		3

