% Ponte intero, vincolo di pura torsione + incastro, braccio=12 cm + raggio
% Massa appesa (compresi piatto e bullone)
% 
%  M [g]      mueps[-] eps*1e-6
0		0
108		1
358		4
588.5 		7
1088.5 		13
1588.5 		20
2088.5 		27 
3088.5	 	40
2088.5 		27 
1588.5 		20
1088.5 		14
588.5 		7
358		4

